Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Foot Locker,1185732,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,49.0,1862.0,76.0,Online,2020,11,4
Foot Locker,1185732,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,49.0,2156.0,106.0,Online,2020,12,4
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,44.0,49.0,2156.0,116.0,Online,2021,5,2
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41.0,49.0,2009.0,96.0,Online,2021,4,2
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Street Footwear,38.0,49.0,1862.0,102.0,Online,2021,4,2
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.0,49.0,931.0,47.0,Online,2021,2,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,34.0,49.0,1666.0,78.0,Online,2021,3,1
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32.0,49.0,1568.0,71.0,Online,2021,6,2
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,43.0,49.0,2107.0,103.0,Online,2021,1,1
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,18.0,49.0,882.0,43.0,Online,2021,4,2
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,24.0,49.0,1176.0,47.0,Online,2021,9,3
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Apparel,55.0,49.0,2695.0,162.0,Online,2021,11,4
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,49.0,1617.0,73.0,Online,2021,5,2
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,49.0,1666.0,82.0,Online,2021,5,2
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42.0,49.0,2058.0,97.0,Online,2021,7,3
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,23.0,49.0,1127.0,53.0,Online,2021,9,3
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34.0,49.0,1666.0,88.0,Online,2021,2,1
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,49.0,1127.0,60.0,Online,2021,3,1
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Apparel,33.0,49.0,1617.0,73.0,Online,2021,3,1
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Apparel,46.0,49.0,2254.0,92.0,Online,2021,3,1
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men's Apparel,62.0,49.0,3038.0,122.0,Online,2021,10,4
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Street Footwear,53.0,49.0,2597.0,112.0,Online,2021,10,4
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,24.0,49.0,1176.0,59.0,Online,2021,2,1
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43.0,49.0,2107.0,95.0,Online,2021,5,2
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.0,49.0,2156.0,88.0,Online,2021,4,2
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women's Street Footwear,49.0,48.0,2352.0,118.0,Online,2021,11,4
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43.0,48.0,2064.0,87.0,Outlet,2021,11,4
Foot Locker,1185732,2021-12-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.0,48.0,2448.0,95.0,Outlet,2021,12,4
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,30.0,48.0,1440.0,55.0,Outlet,2021,2,1
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,53.0,47.0,2491.0,122.0,Online,2021,6,2
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,38.0,47.0,1786.0,95.0,Online,2021,7,3
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63.0,47.0,2961.0,136.0,Online,2021,12,4
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Men's Apparel,55.0,47.0,2585.0,181.0,Online,2020,1,1
Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,38.0,47.0,1786.0,98.0,Online,2020,11,4
Foot Locker,1185732,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33.0,47.0,1551.0,70.0,Online,2020,11,4
Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33.0,47.0,1551.0,76.0,Online,2020,12,4
Foot Locker,1185732,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,47.0,1081.0,54.0,Online,2021,5,2
Amazon,1185732,2021-11-07,Northeast,Maine,Portland,Women's Street Footwear,42.0,47.0,1974.0,107.0,Online,2021,11,4
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Women's Street Footwear,43.0,47.0,2021.0,109.0,Online,2021,10,4
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.0,47.0,893.0,43.0,Online,2021,10,4
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,39.0,47.0,1833.0,81.0,Online,2021,2,1
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Apparel,38.0,47.0,1786.0,82.0,Online,2021,6,2
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,39.0,47.0,1833.0,79.0,Online,2021,11,4
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19.0,47.0,893.0,40.0,Online,2021,3,1
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37.0,47.0,1739.0,71.0,Online,2021,7,3
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24.0,47.0,1128.0,46.0,Online,2021,6,2
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,47.0,1175.0,61.0,Online,2021,4,2
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.0,47.0,1504.0,80.0,Online,2021,10,4
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,47.0,1974.0,91.0,Online,2021,5,2
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Street Footwear,37.0,47.0,1739.0,87.0,Online,2021,6,2
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Athletic Footwear,32.0,47.0,1504.0,83.0,Online,2021,1,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Apparel,41.0,47.0,1927.0,77.0,Online,2021,1,1
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,41.0,47.0,1927.0,77.0,Online,2021,2,1
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,38.0,47.0,1786.0,80.0,Online,2021,3,1
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,47.0,2068.0,81.0,Online,2021,5,2
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Apparel,51.0,47.0,2397.0,117.0,Online,2021,3,1
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62.0,47.0,2914.0,125.0,Online,2021,10,4
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Apparel,43.0,47.0,2021.0,69.0,Outlet,2021,4,2
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,47.0,705.0,30.0,Outlet,2021,4,2
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29.0,47.0,1363.0,59.0,Outlet,2021,8,3
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,39.0,47.0,1833.0,59.0,Outlet,2021,1,1
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Street Footwear,30.0,47.0,1410.0,42.0,Outlet,2021,9,3
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,34.0,46.0,1564.0,81.0,Online,2021,10,4
Foot Locker,1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,61.0,46.0,2806.0,129.0,Online,2021,12,4
West Gear,1128299,2020-06-11,West,Washington,Seattle,Men's Apparel,69.0,46.0,3174.0,121.0,Online,2020,6,2
Foot Locker,1185732,2021-06-22,Midwest,Nebraska,Omaha,Women's Street Footwear,27.0,46.0,1242.0,56.0,Online,2021,6,2
Foot Locker,1185732,2021-06-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,46.0,1518.0,79.0,Online,2021,6,2
Amazon,1185732,2021-10-25,Northeast,Maine,Portland,Men's Athletic Footwear,39.0,46.0,1794.0,88.0,Online,2021,10,4
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Athletic Footwear,54.0,46.0,2484.0,107.0,Online,2021,11,4
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,49.0,46.0,2254.0,88.0,Online,2021,2,1
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Street Footwear,59.0,46.0,2714.0,109.0,Online,2021,10,4
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,46.0,46.0,2116.0,63.0,Online,2021,1,1
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Apparel,55.0,46.0,2530.0,71.0,Online,2021,5,2
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Apparel,29.0,46.0,1334.0,65.0,Online,2021,10,4
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,48.0,46.0,2208.0,99.0,Online,2021,2,1
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.0,46.0,1978.0,83.0,Online,2021,5,2
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,47.0,46.0,2162.0,99.0,Online,2021,8,3
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,34.0,46.0,1564.0,94.0,Online,2021,6,2
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,48.0,46.0,2208.0,144.0,Online,2021,8,3
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,46.0,1334.0,63.0,Online,2021,6,2
West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,46.0,1104.0,52.0,Online,2021,2,1
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Men's Apparel,46.0,46.0,2116.0,91.0,Online,2021,8,3
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41.0,46.0,1886.0,85.0,Online,2021,9,3
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,49.0,46.0,2254.0,90.0,Online,2021,5,2
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,46.0,2530.0,121.0,Online,2021,10,4
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,43.0,46.0,1978.0,79.0,Online,2021,1,1
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Apparel,71.0,46.0,3266.0,140.0,Online,2021,10,4
Foot Locker,1185732,2021-11-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.0,45.0,2025.0,85.0,Online,2021,11,4
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,45.0,2700.0,124.0,Online,2021,11,4
Foot Locker,1185732,2020-11-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,45.0,1440.0,68.0,Online,2020,11,4
Foot Locker,1185732,2020-11-20,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,45.0,2205.0,93.0,Online,2020,11,4
Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,45.0,1710.0,84.0,Online,2020,12,4
Foot Locker,1185732,2021-06-21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,45.0,1440.0,72.0,Online,2021,6,2
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Athletic Footwear,38.0,45.0,1710.0,80.0,Online,2021,10,4
Amazon,1185732,2021-10-22,Northeast,Maine,Portland,Men's Apparel,46.0,45.0,2070.0,81.0,Online,2021,10,4
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,42.0,45.0,1890.0,96.0,Online,2021,1,1
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18.0,45.0,810.0,43.0,Online,2021,4,2
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,29.0,45.0,1305.0,52.0,Online,2021,4,2
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,59.0,45.0,2655.0,122.0,Online,2021,11,4
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28.0,45.0,1260.0,58.0,Online,2021,2,1
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Apparel,34.0,45.0,1530.0,93.0,Online,2021,9,3
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Apparel,38.0,45.0,1710.0,106.0,Online,2021,1,1
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Apparel,61.0,45.0,2745.0,121.0,Online,2021,4,2
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,45.0,1305.0,70.0,Online,2021,1,1
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.0,45.0,1620.0,76.0,Online,2021,7,3
Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,33.0,45.0,1485.0,82.0,Online,2021,2,1
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Men's Apparel,47.0,45.0,2115.0,95.0,Online,2021,4,2
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,45.0,1665.0,73.0,Online,2021,4,2
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,45.0,1620.0,75.0,Online,2021,2,1
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,41.0,45.0,1845.0,76.0,Outlet,2021,3,1
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,43.0,45.0,1935.0,70.0,Outlet,2021,10,4
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Apparel,50.0,45.0,2250.0,74.0,Outlet,2021,10,4
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,27.0,45.0,1215.0,47.0,Outlet,2021,3,1
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33.0,45.0,1485.0,55.0,Outlet,2021,3,1
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,50.0,44.0,2200.0,103.0,Online,2021,6,2
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,48.0,44.0,2112.0,97.0,Online,2021,6,2
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,49.0,44.0,2156.0,99.0,Online,2021,6,2
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,36.0,44.0,1584.0,84.0,Online,2021,7,3
Foot Locker,1185732,2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,47.0,44.0,2068.0,72.0,Online,2021,11,4
Foot Locker,1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52.0,44.0,2288.0,114.0,Online,2021,11,4
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51.0,44.0,2244.0,119.0,Online,2021,11,4
Foot Locker,1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,56.0,44.0,2464.0,126.0,Online,2021,12,4
West Gear,1128299,2020-04-06,West,Colorado,Denver,Men's Apparel,62.0,44.0,2728.0,166.0,Online,2020,4,2
West Gear,1128299,2020-04-12,West,Colorado,Denver,Men's Apparel,63.0,44.0,2772.0,211.0,Online,2020,4,2
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,44.0,1804.0,74.0,Online,2020,10,4
Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44.0,44.0,1936.0,79.0,Online,2020,11,4
Foot Locker,1185732,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54.0,44.0,2376.0,97.0,Online,2020,12,4
Foot Locker,1185732,2021-06-30,Midwest,Nebraska,Omaha,Men's Apparel,41.0,44.0,1804.0,88.0,Online,2021,6,2
Amazon,1185732,2021-10-31,Northeast,Maine,Portland,Men's Athletic Footwear,37.0,44.0,1628.0,77.0,Online,2021,10,4
Amazon,1185732,2021-11-01,Northeast,Maine,Portland,Women's Street Footwear,27.0,44.0,1188.0,64.0,Online,2021,11,4
Amazon,1185732,2021-11-20,Northeast,Maine,Portland,Women's Athletic Footwear,43.0,44.0,1892.0,78.0,Online,2021,11,4
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,47.0,44.0,2068.0,77.0,Online,2021,4,2
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Apparel,71.0,44.0,3124.0,109.0,Online,2021,10,4
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,61.0,44.0,2684.0,89.0,Online,2021,3,1
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Apparel,42.0,44.0,1848.0,102.0,Online,2021,1,1
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,41.0,44.0,1804.0,99.0,Online,2021,5,2
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Men's Apparel,42.0,44.0,1848.0,81.0,Online,2021,2,1
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Men's Apparel,52.0,44.0,2288.0,105.0,Online,2021,3,1
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Apparel,48.0,44.0,2112.0,99.0,Online,2021,1,1
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38.0,44.0,1672.0,72.0,Online,2021,7,3
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.0,44.0,1892.0,83.0,Online,2021,11,4
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28.0,44.0,1232.0,53.0,Online,2021,4,2
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Apparel,46.0,44.0,2024.0,93.0,Online,2021,8,3
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28.0,44.0,1232.0,51.0,Online,2021,9,3
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Apparel,55.0,44.0,2420.0,109.0,Online,2021,11,4
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24.0,44.0,1056.0,46.0,Online,2021,6,2
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,34.0,44.0,1496.0,96.0,Online,2021,6,2
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,19.0,44.0,836.0,42.0,Online,2021,3,1
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,44.0,1056.0,48.0,Online,2021,9,3
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28.0,44.0,1232.0,59.0,Online,2021,1,1
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,32.0,44.0,1408.0,61.0,Online,2021,3,1
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.0,44.0,1452.0,67.0,Online,2021,10,4
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Street Footwear,33.0,44.0,1452.0,77.0,Online,2021,10,4
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,44.0,1628.0,81.0,Online,2021,6,2
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,44.0,1628.0,75.0,Online,2021,8,3
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.0,44.0,2156.0,101.0,Online,2021,12,4
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,32.0,44.0,1408.0,72.0,Online,2021,4,2
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,52.0,44.0,2288.0,114.0,Online,2021,10,4
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,34.0,44.0,1496.0,67.0,Online,2021,3,1
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,44.0,1716.0,89.0,Online,2021,5,2
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Apparel,58.0,44.0,2552.0,112.0,Online,2021,11,4
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Apparel,50.0,44.0,2200.0,81.0,Online,2021,8,3
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,39.0,44.0,1716.0,84.0,Online,2021,1,1
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,44.0,1584.0,79.0,Online,2021,4,2
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,32.0,44.0,1408.0,56.0,Outlet,2021,10,4
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,34.0,44.0,1496.0,54.0,Outlet,2021,1,1
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,16.0,44.0,704.0,30.0,Outlet,2021,4,2
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Apparel,33.0,44.0,1452.0,39.0,Outlet,2021,4,2
West Gear,1128299,2021-02-24,West,Oregon,Portland,Men's Apparel,32.0,43.0,1376.0,61.0,Outlet,2021,2,1
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,42.0,1512.0,73.0,Online,2021,6,2
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52.0,42.0,2184.0,100.0,Online,2021,11,4
Foot Locker,1185732,2021-12-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64.0,42.0,2688.0,129.0,Online,2021,12,4
Foot Locker,1185732,2020-12-02,Midwest,Minnesota,Minneapolis,Men's Apparel,42.0,42.0,1764.0,72.0,Online,2020,12,4
Foot Locker,1185732,2021-06-24,Midwest,Nebraska,Omaha,Men's Apparel,42.0,42.0,1764.0,88.0,Online,2021,6,2
Amazon,1185732,2021-10-16,Northeast,Maine,Portland,Men's Apparel,47.0,42.0,1974.0,77.0,Online,2021,10,4
Amazon,1185732,2021-11-09,Northeast,Maine,Portland,Men's Apparel,51.0,42.0,2142.0,79.0,Online,2021,11,4
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Athletic Footwear,59.0,42.0,2478.0,89.0,Online,2021,10,4
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,52.0,42.0,2184.0,59.0,Online,2021,4,2
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Athletic Footwear,34.0,42.0,1428.0,71.0,Online,2021,1,1
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Men's Apparel,46.0,42.0,1932.0,89.0,Online,2021,5,2
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,41.0,42.0,1722.0,90.0,Online,2021,10,4
Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,42.0,840.0,38.0,Online,2021,2,1
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.0,42.0,1638.0,67.0,Online,2021,4,2
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,41.0,42.0,1722.0,86.0,Online,2021,9,3
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.0,42.0,1806.0,72.0,Online,2021,10,4
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Apparel,36.0,42.0,1512.0,74.0,Online,2021,9,3
